"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02x01"	"UR02x02"	"UR02x03"	"UR02x04"	"UR02x05"	"UR02x06"	"UR02x07"	"UR02x08"	"UR02x09"	"UR02x10"	"UR02x11"	"UR02x12"	"UR02x13"	"UR02x14"	"UR02x15"	"UR02x16"	"UR02x17"	"UR02x18"	"UR02x19"	"UR02x20"	"UR02x21"	"UR02x22"	"UR02x23"	"UR02x24"	"UR02x25"	"UR02x26"	"UR02x27"	"UR02x28"	"UR02x29"	"UR02x30"	"UR02x31"	"UR02x32"	"UR02x33"	"UR02x34"	"UR02x35"	"UR02x36"	"UR02x37"	"UR02x38"	"UR02x39"	"UR02x40"	"UR02x41"	"UR02x42"	"UR02x43"	"UR02x44"	"UR02x45"	"UR02x46"	"UR02x47"	"UR02x48"	"UR02x49"	"UR02x50"	"UR02x51"	"UR02x52"	"UR02x53"	"UR02x54"	"UR02x55"	"UR02x56"	"UR02x57"	"UR02x58"	"UR02x59"	"UR02x60"	"UR02x61"	"UR02x62"	"UR02x63"	"UR02x64"	"UR02x65"	"UR02x66"	"UR02x67"	"UR02x68"	"UR02x69"	"UR02x70"	"UR02x71"	"UR02x72"	"UR02x73"	"UR02x74"	"UR02x75"	"UR02x76"	"UR02x77"	"UR02x78"	"UR02x79"	"UR02x80"	"UR02x81"	"UR02x82"	"UR02x83"	"UR02x84"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"IV01_RV1"	"IV01_REF"	"IV02_01"	"IV02_02"	"DM03"	"DM04"	"DM05"	"DM06"	"DM07"	"DM10_01"	"DM11"	"DM11_01"	"DV01_01"	"DV02_01"	"DV03_01"	"DV03_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV06_01"	"DV06_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
180			"base"	"interview"	2021-04-23 14:58:06	19	4	1612	4	2	4	2	2	3	2	2	2	4	4	2	1	2	4	4	4	3	4	1	4	3	3	3	1	4	4	2	3	4	3	4	3	2	3	3	1	2	3	4	1	3	2	2	3	2	4	2	1	4	3	3	4	3	1	2	4	2	4	2	4	1	1	2	4	4	2	1	3	1	2	3	4	1	4	4	2	3	4	4	3	2	1	1	1	5801	1	6020	1	4828	1	3703	1	6731	1	5138	1	9132	1	6812	1	6276	1	4034	1	2853	1	10680	1	2797	1	2990	1	4586	1	7909	2	4663	2	4204	1	2345	1	2627	2	2635	2	2061	2	2277	2	2339	1	2934	1	2061	1	2200	1	2187	1	2157	1	2477	2	2143	1	2023	2	1982	1	1976	2	1991	2	1940	1	2205	1	2489	2	2199	1	4021	1	2787	1	3363	2	1872	1	1917	2	2142	1	1944	1	2037	2	2067	2	1967	2	1976	1	1953	2	1903	2	4453	2	3392	1	2261	1	1857	2	1842	2	1910	1	1899	1	2130	1	2349	1	1919	1	2203	2	1871	1	1963	2	1907	2	2192	1	1893	2	2002	1	1955	2	1986	1	1986	2	2158	1	2059	2	1983	1	1965	2	2125	2	1864	1	1986	2	1946	1	1989	1	2785	2	1934	1	1895	2	1903	2	1894	2	2146	2	2070	1	2086	2	1941	1	2727	2	2040	2	1870	1	2599	2	2142	2	2158	2	2066	2	2271	2	2247	1	2393	"5b9a7335b3790c0001547cee"	"-"	"Forced2Forced4Forced3Forced1Forced3Forced4Forced4Forced4Forced4Forced4Forced4Forced3Forced4Forced4Forced2Forced2ForcedFeedback"	"-300"	2	7	2	2	4		1	T	58	41	47	55	25	16	51	52	31	30	43	55	291	4	4	21	24	52	3	15	22	37	246	14	21	26	23	643		2021-04-23 15:13:07	T	F	17	17	1	0	0.97	11
181			"base"	"interview"	2021-04-23 14:58:07	12	3	979	3	4	2	1	1	1	3	3	4	1	1	3	2	3	1	4	3	2	4	2	2	1	1	4	4	4	4	1	1	3	1	4	1	1	1	4	1	2	2	1	1	3	4	4	4	4	1	3	1	2	1	2	4	4	2	1	1	3	2	3	3	2	2	2	1	4	2	3	1	3	4	1	2	2	3	1	3	2	2	1	4	4	1	4	1	5793	1	12110	1	5391	1	11001	1	3890	1	15029	1	2843	1	2538	1	4362	1	2716	1	2871	1	4141	1	2494	1	2751	1	2805	1	7323	2	4986	1	3804	1	2795	1	2276	1	2033	2	2063	2	2388	2	2069	2	2179	1	2490	1	1978	1	15732	1	-1	1	71	1	1694	1	1649	1	59	1	30	1	32	1	23	1	3364	1	2244	1	-1	1	29	1	82	1	49	1	17	1	28	1	1594	1	81	1	2032	1	2343	1	1903	2	2357	2	1739	2	65	2	1925	2	63	2	1690	2	1693	2	63	2	1829	2	1881	2	1735	2	1763	2	1733	2	1715	1	1659	1	59	1	2019	1	1771	2	1817	1	1786	1	1937	1	9	1	1703	1	15	1	1690	1	8	1	1647	1	1985	1	1680	1	1670	1	1616	1	2304	1	2577	1	1662	1	37	1	1726	2	2224	1	1904	1	103	1	1802	1	1773	1	1926	1	1910	1	1848	1	1979	1	1769	1	1866	1	1848	1	14843	1	3710	1	2711	"5f50fc59f457730b81559f5a"	"-"	"Forced2Forced1Forced2Forced1Forced2Forced2Forced1Forced2Forced4Forced2Forced4Forced2Forced3Forced2Forced4Forced2ForcedFeedback"	"-420"	2	2	2	2	3		1	T	52	51	31	31	21	21	81	81	91	91	19	5	28	5	30	63	5	14	4	24	26	18	279	21	22	14	21	598		2021-04-23 15:08:06	T	F	17	17	1	0	1.22	19
182			"base"	"interview"	2021-04-23 14:58:11	17	3	1382	3	4	4	1	3	4	4	4	1	1	3	2	2	1	4	2	2	3	4	3	2	4	3	4	3	3	3	3	1	3	3	3	4	2	4	3	4	1	2	4	1	2	2	2	4	3	1	3	4	4	3	2	3	3	4	1	2	3	3	3	1	2	4	4	3	3	4	4	1	3	1	2	2	1	4	3	1	2	3	4	1	4	2	4	1	6086	1	8358	1	6386	1	5398	1	3827	1	5820	1	4964	1	3689	1	3392	1	8017	1	3187	1	4146	1	3748	1	5951	1	4319	1	2981	2	4687	2	2849	2	2789	2	2770	2	2670	2	2364	1	4777	2	2609	2	2099	2	4467	1	2270	1	2574	2	2062	2	2167	2	2055	2	1997	2	2089	2	2156	2	2391	1	1973	1	2020	1	2049	1	2037	1	2128	1	2838	2	3466	1	1935	1	2167	1	1977	1	1933	2	1991	2	1970	2	1979	2	2036	1	3117	1	2719	2	2094	1	2101	1	2276	2	1789	2	1961	2	1970	2	2013	2	1947	2	2279	1	3676	2	1982	2	2006	2	2072	2	4308	2	2448	2	2504	2	3042	1	2247	1	2839	2	2030	1	1971	1	2259	2	1954	2	1958	1	2041	1	1940	2	1965	1	1976	2	3292	1	2023	1	1861	1	1974	2	2599	1	1845	1	2032	1	2137	2	1919	1	1980	1	2582	1	1999	2	1939	1	1973	1	2184	2	2079	2	5795	2	3998	2	2215	2	2812	"5f1983960ee3b3000b2b1947"	"-"	"Forced3Forced2Forced2Forced2Forced2Forced1Forced4Forced2Forced2Forced4Forced2Forced1Forced1Forced2Forced4Forced2ForcedFeedback"	"-340"	2	13	1	2	3		1	T	56	53	36	51	31	31	11	21	85	85	39	34	47	9	16	50	7	20	8	24	51	39	270	11	29	15	35	699		2021-04-23 15:09:55	T	F	17	17	1	0	0.8	3
183			"base"	"interview"	2021-04-23 14:58:14	21	4	1770	1	2	2	4	1	1	2	3	4	4	1	2	1	2	3	3	3	4	3	1	2	4	4	1	1	4	2	1	4	2	4	2	3	4	1	1	2	2	1	2	1	3	3	4	4	2	4	2	2	2	1	2	1	3	2	1	3	3	2	3	4	2	4	1	3	3	2	1	3	2	2	4	4	1	1	2	4	3	2	3	3	1	3	3	1	7257	1	9276	1	5259	1	2762	1	5048	1	4329	1	2835	1	4533	1	3624	1	3572	1	2935	1	3515	1	4672	1	3088	1	3259	1	3681	1	5133	2	7076	1	6440	2	5188	2	3839	1	3566	2	2400	1	2197	1	2112	1	2147	1	1947	2	2163	1	2008	1	1970	2	1955	1	1983	1	3050	2	2172	1	2529	2	2103	2	1902	1	1967	1	1997	1	2775	1	1942	2	2095	1	2374	2	2359	2	1929	2	1990	1	2024	2	1916	1	1912	2	1997	2	2343	2	2467	1	1861	1	1858	2	1888	2	2008	2	1897	1	1964	1	1959	1	1870	1	1893	1	1961	2	1878	2	1925	1	1901	2	1971	1	1935	1	1883	2	1888	1	1932	1	1862	2	1864	1	2125	1	1907	2	1917	2	3540	1	2178	2	2298	1	1940	1	1930	2	2157	1	1924	2	1894	1	1897	1	5871	2	1859	1	1862	1	1911	1	1914	1	1799	1	2669	2	1875	1	1848	1	1809	1	1853	1	1737	2	1867	2	1939	1	1906	1	3276	"5fea245fcb429d1d08f7d1e0"	"-"	"Forced4Forced4Forced4Forced4Forced3Forced1Forced3Forced4Forced3Forced4Forced4Forced4Forced2Forced2Forced4Forced2ForcedFeedback"	"-480"	2	5	2	2	2		1	T	12	17	64	33	73	19	61	61	74	71	71	44	99	4	5	13	14	48	6	11	23	84	254	5	15	14	10	662		2021-04-23 15:10:14	T	F	17	17	1	0	1.15	18
184			"base"	"interview"	2021-04-23 14:58:16	19	2	1592	2	4	3	1	2	1	2	3	2	1	1	4	3	1	2	2	2	4	2	2	4	3	1	2	4	4	3	4	1	3	3	4	4	4	4	4	2	1	2	1	3	1	3	2	3	4	4	4	3	1	1	1	4	1	4	2	4	4	2	1	4	1	2	4	2	1	1	1	3	3	4	2	1	1	2	4	2	4	4	1	4	3	1	3	1	6094	1	6050	1	5216	1	4263	1	3757	1	7305	1	6193	1	3401	1	7637	1	9221	1	6255	1	4050	1	3808	1	3659	1	4297	1	3260	1	3083	1	3004	1	2814	1	4232	1	3365	1	2870	1	2708	2	2955	1	2577	1	3220	1	3335	2	2282	2	2509	2	2340	2	5069	2	2245	2	2933	2	2342	2	4315	1	5918	1	2369	2	2660	2	2302	2	2264	2	2792	2	2757	2	2723	2	4261	2	4648	2	6642	2	2245	2	2277	2	2467	2	2327	2	2278	2	3271	2	2569	2	2386	1	2408	2	2340	2	6735	2	11778	2	2817	1	2462	2	2431	2	2106	2	2377	2	2082	2	2137	2	3287	2	2241	1	2413	1	2289	1	2269	2	2281	2	3294	2	2317	2	2495	2	3211	2	3775	1	2347	2	2807	2	2456	1	2146	1	2458	2	2117	2	2256	2	2360	1	2260	1	3265	1	2444	2	2733	2	1924	2	2089	1	2250	1	2273	1	2266	1	2386	1	2452	1	2382	1	2269	1	2465	1	2490	2	3816	"6075a025be8428cbfa4709ba"	"-"	"Forced4Forced4Forced3Forced4Forced4Forced3Forced3Forced4Forced2Forced2Forced2Forced4Forced4Forced1Forced4Forced4ForcedFeedback"	"-320"	2	3	2	2	2		1	T	67	69	51	79	73	62	43	65	57	54	44	43	51	8	5	26	23	44	3	29	60	47	322	17	49	52	24	811		2021-04-23 15:12:23	T	F	17	17	1	0	0.74	4
185			"base"	"interview"	2021-04-23 14:58:18	24	2	2012	2	4	3	2	4	4	4	4	2	4	2	3	3	2	4	1	2	4	3	1	1	4	2	2	4	2	2	3	4	4	1	2	1	4	1	4	3	4	2	3	1	4	2	2	2	3	4	3	4	2	1	3	3	2	3	2	2	1	2	1	1	2	3	3	1	3	4	1	2	1	4	2	4	2	4	1	1	2	2	4	4	1	1	3	1	9865	1	11634	1	7350	1	3410	1	4328	1	2787	1	3760	1	5690	1	2865	1	2743	1	3723	1	2837	1	2873	1	2892	1	2818	1	5412	1	2856	1	2371	1	1875	1	1871	2	2164	2	2344	2	2350	1	2217	1	3114	2	1997	1	2356	2	2758	1	2591	2	2361	1	2162	1	2220	2	1860	2	2050	1	2192	2	2479	1	2804	2	2437	2	2150	1	1906	2	2042	2	1891	2	1799	2	2363	2	1761	2	1851	2	2344	2	2171	2	1976	1	1941	1	1917	1	2026	1	4557	1	2130	1	1866	1	2391	1	2121	1	2053	2	2225	1	2212	1	1588	1	1893	1	2141	1	1671	1	1661	1	1797	1	1656	1	1675	1	1644	1	1731	1	1764	1	1794	1	1767	1	1863	1	1640	1	1746	1	1768	1	1724	1	2002	1	2492	1	1891	1	1631	1	1750	1	1862	1	1634	1	1813	1	1883	1	1635	1	1754	1	1989	1	1757	1	1776	1	2473	1	2288	1	1985	1	1736	1	2173	1	1710	1	2575	1	2500	"5d936aa6f4cf0a0017392671"	"-"	"Forced3Forced4Forced2Forced4Forced2Forced4Forced4Forced4Forced3Forced3Forced4Forced2Forced1Forced4Forced4Forced4ForcedFeedback"	"-360"	2	11	1	2	5		1	T	1	49	51	51	51	51	1	1	1	1	292	55	46	59	3	17	18	48	3	74	82	65	235	8	38	18	17	716		2021-04-23 15:16:18	T	F	17	17	1	0	0.81	10
186			"base"	"interview"	2021-04-23 14:58:20	16	4	1343	1	1	4	2	3	4	2	4	3	2	4	1	2	1	3	1	1	1	3	3	2	3	1	1	3	2	2	1	2	3	2	2	2	4	4	1	3	4	2	1	4	3	3	4	2	4	3	2	3	2	2	3	1	2	2	3	1	3	1	2	1	1	4	3	4	2	1	1	4	2	3	3	3	4	2	4	3	3	4	1	4	3	1	3	1	5197	1	8913	1	4292	1	3900	1	6219	1	3790	1	3720	1	4271	1	3162	1	3396	1	3338	1	2953	1	3295	1	3055	1	5154	1	3175	2	4737	1	3650	1	3713	1	2755	1	2238	1	2011	2	2607	1	2382	1	2504	2	2738	2	1965	1	2320	1	2179	1	2178	1	2176	1	3189	2	2403	2	8149	1	2157	1	2588	1	2078	1	2083	1	2137	1	2203	2	2017	2	1964	1	2035	1	1931	1	2038	2	3096	2	2106	2	2063	2	2079	2	2221	2	2222	1	3186	1	2303	2	2326	2	2344	2	2087	2	1961	2	1916	2	1932	1	2487	1	2168	2	9803	2	2605	2	2403	2	2032	1	2326	1	1923	1	2071	1	2866	1	2118	1	2082	2	1945	1	2253	1	2090	2	2063	2	2065	2	3256	2	2186	2	2030	2	3459	1	2318	2	2051	2	2087	1	1934	1	1894	1	2145	2	2066	2	2045	1	2372	1	1928	2	2200	2	2164	1	2028	1	1986	2	2134	2	2196	2	2356	1	2183	1	2166	2	3322	"5f548f97f6a2c7000a0bba78"	"-"	"Forced4Forced4Forced2Forced4Forced3Forced2Forced4Forced1Forced4Forced4Forced4Forced3Forced3Forced4Forced2Forced4ForcedFeedback"	"-500"	2	10	2	2	4		1	T	38	73	46	56	46	60	65	54	62	45	49	13	58	10	5	17	17	48	4	26	48	28	322	19	36	16	4	720		2021-04-23 15:10:22	T	F	17	17	1	0	1.01	11
187			"base"	"interview"	2021-04-23 14:58:21	15	2	1250	2	2	2	1	4	1	1	4	1	2	3	4	3	3	3	1	1	1	3	2	1	4	1	4	3	3	3	2	4	3	1	2	1	3	3	1	1	3	1	3	4	3	1	4	2	1	1	3	4	2	3	2	1	4	1	1	4	2	1	2	2	4	3	2	3	4	1	1	3	3	1	4	4	4	1	2	2	3	1	1	3	3	1	2	1	11467	1	9158	1	7719	1	4999	1	4507	1	3490	1	6529	1	3163	1	5518	1	6314	1	5205	1	21821	1	3781	1	3567	1	5558	1	4142	1	4382	2	3733	2	3380	2	2471	1	2334	1	2551	1	2185	1	1756	1	2812	1	2453	1	2972	2	2651	2	3472	2	2586	2	9589	2	2022	2	2140	2	2200	1	2840	1	2090	1	3303	2	2288	2	2320	1	2338	1	2195	2	2212	1	2774	2	2456	1	2822	1	3049	1	2074	1	2290	1	2234	1	2374	1	1990	2	2084	2	1914	2	2048	2	1910	2	2312	2	2188	2	2960	1	2261	2	1904	2	2253	2	2180	2	2191	2	1921	1	2263	1	2237	2	2257	2	1899	1	1913	1	1927	2	2276	2	1863	2	1867	2	2260	1	2336	1	1910	1	2140	1	1882	2	2976	2	1967	2	1976	2	2005	2	2482	2	2034	1	2257	1	1905	1	1936	1	2036	1	1986	1	1934	1	1920	1	2084	2	1969	2	1837	2	1887	2	1873	2	2067	2	1897	2	1977	1	3160	"60525afd42b105aeeb9124b0"	"-"	"Forced4Forced4Forced4Forced4Forced2Forced4Forced2Forced1Forced2Forced4Forced4Forced3Forced3Forced4Forced4Forced3ForcedFeedback"	"-520"	2	1	1	2	2		1	T	71	62	76	81	92	92	42	47	68	68	27	22	40	6	4	18	32	63	2	38	33	20	253	8	36	13	17	632		2021-04-23 15:08:56	T	F	17	17	1	0	1.07	12
188			"base"	"interview"	2021-04-23 14:58:22	13	4	1124	3	4	3	4	1	2	1	1	4	2	2	4	3	2	1	3	4	3	3	1	3	1	4	4	3	4	1	4	3	1	4	4	2	4	1	1	1	3	3	3	3	4	1	2	4	3	4	3	3	4	3	4	3	4	2	3	1	4	1	2	2	2	1	4	4	2	1	2	2	3	4	3	2	2	4	1	3	2	3	2	4	2	4	2	1	5223	1	5161	1	3236	1	3676	1	3164	1	2981	1	2845	1	3302	1	2623	1	2697	1	2692	1	2487	1	2581	1	2998	1	3022	1	2703	2	4361	2	3553	2	2842	2	2082	2	2142	2	2156	2	2115	2	2052	2	1973	1	1973	1	1897	2	2228	2	2166	1	2075	1	1892	1	2004	2	1948	1	2253	2	1904	1	1883	2	1908	1	1906	2	1908	1	2053	2	1865	2	1910	2	1930	2	1921	2	2089	2	1967	2	1916	2	1900	2	1714	1	1873	2	2015	2	2118	2	1935	1	1937	2	1942	1	1978	2	1949	2	1902	2	2015	2	1877	2	1943	1	1962	1	2123	2	1968	2	1916	2	1879	1	1882	1	1928	2	1892	2	1974	2	2025	2	1903	1	1884	2	1924	2	2136	2	2003	2	2013	1	2041	2	1958	1	1938	2	2161	2	2278	2	2319	2	1951	2	2029	1	1896	2	1879	1	2104	1	1878	2	2008	1	1888	2	2138	2	1883	2	1881	1	1878	1	1887	2	1888	2	1997	2	1960	1	4900	"5e8201f5ce25959080ae5b50"	"-"	"Forced2Forced4Forced2Forced1Forced4Forced3Forced4Forced4Forced4Forced3Forced4Forced4Forced4Forced2Forced3Forced4ForcedFeedback"	"-340"	2	18	1	2	5		1	T	101	77	32	78	31	44	64	82	87	73	26	3	1	7	5	13	11	31	5	13	15	20	224	5	16	12	2	409		2021-04-23 15:05:11	T	F	17	17	1	0	1.72	73
189			"base"	"interview"	2021-04-23 14:58:23	13	1	1058	3	3	1	2	4	1	2	2	1	3	1	1	3	2	2	2	3	2	2	1	1	4	1	1	2	3	2	4	3	4	4	3	4	1	2	4	2	1	4	4	1	2	4	2	2	2	2	4	1	3	1	1	2	4	4	1	2	4	1	2	1	4	1	1	2	1	1	2	1	2	1	2	3	3	4	1	2	2	3	4	3	4	3	1	1	4252	1	6820	1	3646	1	3300	1	3364	1	4247	1	5814	1	2910	1	3606	1	3115	1	3026	1	3036	1	3105	1	2998	1	3140	1	3060	2	2623	1	2836	1	2416	2	2379	1	2205	1	2760	2	2190	2	2451	2	2508	1	2005	1	2200	1	1933	1	2150	2	2361	1	2344	1	2690	2	2128	1	2284	1	1941	1	1972	2	2100	2	2015	2	2207	2	2132	2	2022	2	1950	1	1966	1	4030	2	2528	1	2113	1	2100	1	2321	1	1820	1	2382	1	1708	1	1946	1	2041	1	2108	1	1959	2	2237	1	2347	1	2125	1	1957	2	2164	1	1745	2	2246	1	2052	1	3331	1	2567	2	2159	1	2029	2	2202	2	1687	1	2152	1	2124	1	1898	2	1979	2	1918	2	2236	1	1727	2	1871	1	1933	1	2316	2	1920	1	2299	1	1682	2	1953	2	1983	1	2006	1	1951	1	1764	2	2214	2	2596	1	2046	1	2082	1	2191	2	1731	2	1918	2	2081	2	2258	2	2164	1	2034	1	2320	2	2657	"5f4d43876b90b72cfeb8be62"	"-"	"Forced2Forced1Forced2Forced2Forced1Forced2Forced2Forced2Forced3Forced2Forced2Forced2Forced4Forced1Forced4Forced4ForcedFeedback"	"-480"	2	7	1	2	4		1	T	36	19	43	23	32	84	23	54	26	46	12	3	17	3	16	40	4	10	3	10	17	15	247	5	12	12	3	429		2021-04-23 15:05:33	T	F	17	17	1	0	1.95	57
190			"base"	"interview"	2021-04-23 14:58:25	18	2	1497	2	4	2	2	2	1	3	3	4	4	2	2	2	2	2	4	4	1	4	1	1	1	1	1	1	3	1	1	2	2	4	2	2	2	4	3	2	2	2	4	1	3	2	3	3	2	1	1	2	2	4	4	1	3	3	4	1	2	1	1	4	3	2	1	4	1	4	3	2	1	2	4	4	3	1	3	3	3	4	1	1	4	2	3	1	5190	1	6957	1	4484	1	48501	1	3116	1	2785	1	2517	1	45025	1	8450	1	2620	1	2631	1	2717	1	13803	1	2468	1	2627	1	2584	2	3708	1	2697	1	2151	1	1965	2	2020	1	2011	1	2075	1	2743	1	1835	1	1848	1	1942	2	2454	2	1811	1	1882	1	1887	1	1825	1	1865	1	1705	1	1641	1	1652	1	1629	1	1612	1	1759	1	1883	2	1754	2	1690	2	1707	2	8962	2	31632	2	2674	2	1941	2	1715	2	1598	2	1735	2	2047	2	22939	2	1951	2	1990	2	1895	2	1684	2	1697	2	2949	2	1886	2	1866	2	2030	2	2088	2	2084	2	1664	2	1845	2	1825	1	1918	1	1810	1	1720	2	1836	1	1783	2	1840	1	5599	2	1681	1	1855	2	2966	1	1772	2	2115	1	1706	2	1781	1	1740	2	1871	1	1811	2	1907	1	1825	2	1858	1	1927	2	1914	1	1883	2	2002	1	1827	2	1974	1	2042	2	1997	1	3046	2	2880	1	2320	2	2204	1	3911	2	15384	"5c47556d4f26a80001a69216"	"-"	"Forced4Forced1Forced2Forced4Forced3Forced4Forced2Forced4Forced4Forced3Forced4Forced4Forced4Forced4Forced3Forced2ForcedFeedback"	"-460"	2	5	1	2	3		1	T	69	80	47	51	61	86	71	51	86	88	66	4	32	6	8	11	10	138	3	13	56	98	299	6	19	16	12	618		2021-04-23 15:11:42	T	F	17	17	1	0	1.19	17
191			"base"	"interview"	2021-04-23 14:58:26	23	2	1894	4	1	2	4	3	4	2	3	4	3	1	4	1	2	1	1	3	3	1	2	2	4	4	3	1	1	4	4	3	3	2	1	1	1	4	1	4	2	4	3	1	2	4	3	1	2	2	1	1	1	2	4	4	1	3	3	3	1	3	3	4	1	4	4	3	4	1	4	3	3	1	1	2	2	3	1	4	3	1	2	4	2	3	2	1	5796	1	7036	1	6212	1	4475	1	4680	1	6649	1	5828	1	5277	1	3662	1	4864	1	6046	1	4244	1	4991	1	3809	1	5812	1	3740	2	4613	1	9618	2	6488	1	2286	1	2613	1	3562	2	3744	1	2461	1	2615	1	2607	2	2353	1	2094	2	6816	2	2091	1	2070	1	1906	1	1956	1	2039	1	1926	2	1968	1	2044	2	1955	1	3730	2	2011	1	1996	2	1987	1	1935	2	2467	1	2591	1	2061	2	2285	1	1937	2	1931	1	1955	1	2230	1	2160	1	1957	1	2108	1	2102	1	1955	1	1899	1	1953	1	1947	1	2032	1	1733	1	1932	1	1900	1	1953	1	1985	2	2001	1	2323	1	1962	1	2273	1	1997	2	1943	2	1920	2	2363	1	2020	1	2146	1	1938	1	1947	1	2002	1	1918	1	1890	1	2534	1	1981	1	2095	1	2146	1	2398	1	1952	1	1704	1	1975	1	2376	2	2001	2	2005	1	1952	1	2137	1	2074	1	1982	1	1952	1	2086	1	3109	2	1943	1	2024	"60450c682695a55d85d82067"	"-"	"Forced2Forced4Forced4Forced4Forced4Forced3Forced4Forced4Forced3Forced4Forced1Forced2Forced3Forced4Forced4Forced2ForcedFeedback"	"-400"	2	2	2	1	3		1	T	85	67	34	81	71	91	61	61	61	61	72	62	77	12	7	16	17	54	4	23	37	65	263	17	37	43	22	801		2021-04-23 15:12:14	T	F	17	17	1	0	0.72	4
